,time,time2,year,month,photo,lightperiod,monthdn,lvl,lvl_stage,temp,total,p_event,p_day,p_total,p_lvl,p_date,b_lvl,b_timecode,barrier,b_total,b_time,barrier2,b_total2,s010,s1120,s2130,s3140,s4150,s50
03/12/2018,11,11:00:00,2,4,2,1,7,6.57,1,8.73,7,,,,,,,,,,,,,2,4,0,0,1,0
03/12/2018,12,12:00:00,2,4,2,1,7,6.59,1,8.74,6,,,,,,,,,,,,,3,3,0,0,0,0
03/12/2018,13,13:00:00,2,4,2,1,7,6.61,1,8.75,6,,,,,,,,,,,,,0,6,0,0,0,0
03/12/2018,14,14:00:00,2,4,3,1,7,6.63,1,8.74,5,,,,,,,,,,,,,3,0,2,0,0,0
03/12/2018,15,15:00:00,2,4,3,1,7,6.65,1,8.72,5,,,,,,,,,,,,,0,2,3,0,0,0
03/12/2018,16,16:00:00,2,4,3,2,8,6.65,1,8.7,3,,,,,,,,,,,,,0,0,3,0,0,0
03/12/2018,17,17:00:00,2,4,4,2,8,6.65,1,8.67,5,,,,,,,,,,,,,0,3,2,0,0,0
03/12/2018,18,18:00:00,2,4,4,2,8,6.66,1,8.64,3,,,,,,,,,,,,,0,1,2,0,0,0
03/12/2018,19,19:00:00,2,4,4,2,8,6.69,1,8.61,3,,,,,,,,,,,,,0,0,3,0,0,0
03/12/2018,20,20:00:00,2,4,4,2,8,6.72,1,8.58,3,,,,,,,,,,,,,0,3,0,0,0,0
03/12/2018,21,21:00:00,2,4,4,2,8,6.74,1,8.53,2,,,,,,,,,,,,,0,2,0,0,0,0
03/12/2018,22,22:00:00,2,4,4,2,8,6.75,1,8.46,2,,,,,,,,,,,,,0,0,2,0,0,0
03/12/2018,23,23:00:00,2,4,4,2,8,6.75,1,8.38,2,,,,,,,,,,,,,0,0,2,0,0,0
04/12/2018,0,00:00:00,2,4,4,2,8,6.74,1,8.32,1,,,,,,,,,,,,,0,0,0,1,0,0
04/12/2018,1,01:00:00,2,4,4,2,8,6.73,1,8.24,2,,,,,,,,,,,,,0,2,0,0,0,0
04/12/2018,2,02:00:00,2,4,4,2,8,6.74,1,8.15,1,,,,,,,,,,,,,0,0,1,0,0,0
04/12/2018,3,03:00:00,2,4,4,2,8,6.7,1,8.08,1,,,,,,,,,,,,,0,0,0,0,0,1
04/12/2018,4,04:00:00,2,4,4,2,8,6.68,2,7.98,2,,,,,,,,,,,,,0,0,0,2,0,0
04/12/2018,5,05:00:00,2,4,4,2,8,6.66,2,7.91,2,,,,,,,,,,,,,0,0,0,2,0,0
04/12/2018,6,06:00:00,2,4,1,2,8,6.64,2,7.78,3,,,,,,,,,,,,,0,0,0,3,0,0
04/12/2018,7,07:00:00,2,4,1,2,8,6.63,2,7.69,2,,,,,,,,,,,,,0,1,1,0,0,0
04/12/2018,8,08:00:00,2,4,1,1,7,6.62,2,7.62,6,,,,,,,,,,,,,0,3,3,0,0,0
04/12/2018,9,09:00:00,2,4,2,1,7,6.6,2,7.52,8,,,,,,,,,,,,,0,8,0,0,0,0
04/12/2018,10,10:00:00,2,4,2,1,7,6.57,2,7.42,9,,,,,,,,,,,,,0,8,1,0,0,0
04/12/2018,11,11:00:00,2,4,2,1,7,6.53,2,7.32,7,,,,,,,,,,,,,0,7,0,0,0,0
04/12/2018,12,12:00:00,2,4,2,1,7,6.5,2,7.27,5,,,,,,,,,,,,,0,3,2,0,0,0
04/12/2018,13,13:00:00,2,4,2,1,7,6.48,2,7.14,6,,,,,,,,,,,,,0,6,0,0,0,0
04/12/2018,14,14:00:00,2,4,3,1,7,6.46,2,6.97,7,,,,,,,,,,,,,2,5,0,0,0,0
04/12/2018,15,15:00:00,2,4,3,1,7,6.42,2,6.96,6,,,,,,,,,,,,,0,6,0,0,0,0
04/12/2018,16,16:00:00,2,4,3,2,8,6.39,2,6.93,5,,,,,,,,,,,,,0,5,0,0,0,0
04/12/2018,17,17:00:00,2,4,4,2,8,6.33,2,6.75,1,,,,,,,,,,,,,0,0,1,0,0,0
04/12/2018,18,18:00:00,2,4,4,2,8,6.3,2,6.71,1,,,,,,,,,,,,,0,1,0,0,0,0
04/12/2018,19,19:00:00,2,4,4,2,8,6.24,2,6.72,2,,,,,,,,,,,,,0,2,0,0,0,0
04/12/2018,20,20:00:00,2,4,4,2,8,6.21,2,6.54,3,,,,,,,,,,,,,0,1,2,0,0,0
04/12/2018,21,21:00:00,2,4,4,2,8,6.18,2,6.45,1,,,,,,,,,,,,,0,0,1,0,0,0
04/12/2018,22,22:00:00,2,4,4,2,8,6.16,2,6.36,2,,,,,,,,,,,,,0,2,0,0,0,0
04/12/2018,23,23:00:00,2,4,4,2,8,6.13,2,6.33,1,,,,,,,,,,,,,0,1,0,0,0,0
05/12/2018,0,00:00:00,2,4,4,2,8,6.12,2,6.25,1,,,,,,,,,,,,,0,1,0,0,0,0
05/12/2018,1,01:00:00,2,4,4,2,8,6.09,2,6.16,2,,,,,,,,,,,,,0,1,1,0,0,0
05/12/2018,2,02:00:00,2,4,4,2,8,6.07,2,6.06,1,,,,,,,,,,,,,0,0,1,0,0,0
05/12/2018,3,03:00:00,2,4,4,2,8,6.04,2,5.96,1,,,,,,,,,,,,,0,0,1,0,0,0
05/12/2018,4,04:00:00,2,4,4,2,8,6.02,2,5.97,1,,,,,,,,,,,,,0,0,1,0,0,0
05/12/2018,5,05:00:00,2,4,4,2,8,5.99,2,5.94,2,,,,,,,,,,,,,0,2,0,0,0,0
05/12/2018,6,06:00:00,2,4,1,2,8,5.96,2,5.87,1,,,,,,,,,,,,,0,0,1,0,0,0
05/12/2018,7,07:00:00,2,4,1,2,8,5.93,2,5.86,4,,,,,,,,,,,,,3,1,0,0,0,0
05/12/2018,8,08:00:00,2,4,1,1,7,5.92,2,5.81,11,,,,,,,,,,,,,0,11,0,0,0,0
05/12/2018,9,09:00:00,2,4,2,1,7,5.89,2,5.76,0,,,,,,,,,,,,,0,0,0,0,0,0
05/12/2018,10,10:00:00,2,4,2,1,7,5.88,2,5.7,0,,,,,,,,,,,,,0,0,0,0,0,0
05/12/2018,11,11:00:00,2,4,2,1,7,5.87,2,5.55,0,,,,,,,,,,,,,0,0,0,0,0,0
05/12/2018,12,12:00:00,2,4,2,1,7,5.86,2,5.45,0,,,,,,,,,,,,,0,0,0,0,0,0
05/12/2018,13,13:00:00,2,4,2,1,7,5.85,2,5.46,0,,,,,,,,,,,,,0,0,0,0,0,0
05/12/2018,14,14:00:00,2,4,3,1,7,5.84,2,5.32,0,,,,,,,,,,,,,0,0,0,0,0,0
05/12/2018,15,15:00:00,2,4,3,1,7,5.84,2,5.32,0,,,,,,,,,,,,,0,0,0,0,0,0
05/12/2018,16,16:00:00,2,4,3,2,8,5.83,2,5.25,0,,,,,,,,,,,,,0,0,0,0,0,0
05/12/2018,17,17:00:00,2,4,4,2,8,5.83,2,5.22,0,,,,,,,,,,,,,0,0,0,0,0,0
05/12/2018,18,18:00:00,2,4,4,2,8,5.83,2,5.24,0,,,,,,,,,,,,,0,0,0,0,0,0
05/12/2018,19,19:00:00,2,4,4,2,8,5.83,2,5.34,0,,,,,,,,,,,,,0,0,0,0,0,0
05/12/2018,20,20:00:00,2,4,4,2,8,5.83,2,5.61,0,,,,,,,,,,,,,0,0,0,0,0,0
05/12/2018,21,21:00:00,2,4,4,2,8,5.83,2,5.89,0,,,,,,,,,,,,,0,0,0,0,0,0
05/12/2018,22,22:00:00,2,4,4,2,8,5.83,2,6.17,0,,,,,,,,,,,,,0,0,0,0,0,0
05/12/2018,23,23:00:00,2,4,4,2,8,5.83,2,6.35,0,,,,,,,,,,,,,0,0,0,0,0,0
06/12/2018,0,00:00:00,2,4,4,2,8,5.84,1,6.42,0,,,,,,,,,,,,,0,0,0,0,0,0
06/12/2018,1,01:00:00,2,4,4,2,8,5.84,1,6.54,0,,,,,,,,,,,,,0,0,0,0,0,0
06/12/2018,2,02:00:00,2,4,4,2,8,5.86,1,6.74,0,,,,,,,,,,,,,0,0,0,0,0,0
06/12/2018,3,03:00:00,2,4,4,2,8,5.88,1,6.87,0,,,,,,,,,,,,,0,0,0,0,0,0
06/12/2018,4,04:00:00,2,4,4,2,8,5.9,1,6.91,0,,,,,,,,,,,,,0,0,0,0,0,0
06/12/2018,5,05:00:00,2,4,4,2,8,5.92,1,6.96,0,,,,,,,,,,,,,0,0,0,0,0,0
06/12/2018,6,06:00:00,2,4,1,2,8,5.95,1,6.98,0,,,,,,,,,,,,,0,0,0,0,0,0
06/12/2018,7,07:00:00,2,4,1,2,8,5.98,1,7.03,0,,,,,,,,,,,,,0,0,0,0,0,0
06/12/2018,8,08:00:00,2,4,1,1,7,6.02,1,7.11,0,,,,,,,,,,,,,0,0,0,0,0,0
06/12/2018,9,09:00:00,2,4,2,1,7,6.06,1,7.19,2,,,,,,,,,,,,,0,2,0,0,0,0
06/12/2018,10,10:00:00,2,4,2,1,7,6.1,1,7.26,5,,,,,,,,,,,,,0,5,0,0,0,0
06/12/2018,11,11:00:00,2,4,2,1,7,6.14,1,7.35,7,,,,,,,,,,,,,0,7,0,0,0,0
06/12/2018,12,12:00:00,2,4,2,1,7,6.18,1,7.38,6,,,,,,,,,,,,,3,3,0,0,0,0
06/12/2018,13,13:00:00,2,4,2,1,7,6.21,1,7.47,3,,,,,,,,,,,,,0,3,0,0,0,0
06/12/2018,14,14:00:00,2,4,3,1,7,6.22,1,7.57,3,,,,,,,,,,,,,2,1,0,0,0,0
06/12/2018,15,15:00:00,2,4,3,1,7,6.24,1,7.63,8,,,,,,,,,,,,,5,3,0,0,0,0
06/12/2018,16,16:00:00,2,4,3,2,8,6.26,1,7.69,3,,,,,,,,,,,,,0,2,0,1,0,0
06/12/2018,17,17:00:00,2,4,4,2,8,6.26,1,7.77,8,,,,,,,,,,,,,0,8,0,0,0,0
06/12/2018,18,18:00:00,2,4,4,2,8,6.27,1,7.83,3,,,,,,,,,,,,,0,3,0,0,0,0
06/12/2018,19,19:00:00,2,4,4,2,8,6.27,1,7.87,4,,,,,,,,,,,,,0,4,0,0,0,0
06/12/2018,20,20:00:00,2,4,4,2,8,6.26,1,7.92,6,,,,,,,,,,,,,0,6,0,0,0,0
06/12/2018,21,21:00:00,2,4,4,2,8,6.26,1,7.97,6,,,,,,,,,,,,,0,6,0,0,0,0
06/12/2018,22,22:00:00,2,4,4,2,8,6.26,1,8.04,5,,,,,,,,,,,,,0,5,0,0,0,0
06/12/2018,23,23:00:00,2,4,4,2,8,6.25,1,8.07,7,,,,,,,,,,,,,0,7,0,0,0,0
07/12/2018,0,00:00:00,2,4,4,2,8,6.24,1,8.12,6,,,,,,,,,,,,,0,6,0,0,0,0
07/12/2018,1,01:00:00,2,4,4,2,8,6.23,1,8.15,7,,,,,,,,,,,,,0,7,0,0,0,0
07/12/2018,2,02:00:00,2,4,4,2,8,6.21,1,8.21,6,,,,,,,,,,,,,0,6,0,0,0,0
07/12/2018,3,03:00:00,2,4,4,2,8,6.2,1,8.24,6,,,,,,,,,,,,,0,5,0,0,1,0
07/12/2018,4,04:00:00,2,4,4,2,8,6.2,1,8.31,7,,,,,,,,,,,,,0,7,0,0,0,0
07/12/2018,5,05:00:00,2,4,4,2,8,6.19,1,8.36,5,,,,,,,,,,,,,0,5,0,0,0,0
07/12/2018,6,06:00:00,2,4,1,2,8,6.18,1,8.44,5,,,,,,,,,,,,,0,4,0,0,0,1
07/12/2018,7,07:00:00,2,4,1,2,8,6.18,1,8.52,9,,,,,,,,,,,,,0,9,0,0,0,0
07/12/2018,8,08:00:00,2,4,1,1,7,6.19,1,8.6,5,,,,,,,,,,,,,0,4,1,0,0,0
07/12/2018,9,09:00:00,2,4,2,1,7,6.2,1,8.69,8,,,,,,,,,,,,,0,7,1,0,0,0
07/12/2018,10,10:00:00,2,4,2,1,7,6.22,1,8.76,7,,,,,,,,,,,,,0,6,1,0,0,0
07/12/2018,11,11:00:00,2,4,2,1,7,6.24,1,8.81,10,,,,,,,,,,,,,0,8,2,0,0,0
07/12/2018,12,12:00:00,2,4,2,1,7,6.25,1,8.83,8,,,,,,,,,,,,,0,8,0,0,0,0
07/12/2018,13,13:00:00,2,4,2,1,7,6.25,1,8.83,8,,,,,,,,,,,,,0,8,0,0,0,0
07/12/2018,14,14:00:00,2,4,3,1,7,6.26,1,8.82,9,,,,,,,,,,,,,2,6,1,0,0,0
07/12/2018,15,15:00:00,2,4,3,1,7,6.26,1,8.77,9,,,,,,,,,,,,,0,8,1,0,0,0
07/12/2018,16,16:00:00,2,4,3,2,8,6.27,1,8.73,4,,,,,,,,,,,,,0,3,1,0,0,0
07/12/2018,17,17:00:00,2,4,4,2,8,6.27,1,8.69,10,,,,,,,,,,,,,0,10,0,0,0,0
07/12/2018,18,18:00:00,2,4,4,2,8,6.29,1,8.61,10,,,,,,,,,,,,,0,10,0,0,0,0
07/12/2018,19,19:00:00,2,4,4,2,8,6.32,1,8.55,6,,,,,,,,,,,,,0,6,0,0,0,0
07/12/2018,20,20:00:00,2,4,4,2,8,6.36,1,8.48,5,,,,,,,,,,,,,0,5,0,0,0,0
07/12/2018,21,21:00:00,2,4,4,2,8,6.42,1,8.39,1,,,,,,,,,,,,,0,1,0,0,0,0
07/12/2018,22,22:00:00,2,4,4,2,8,6.5,1,8.28,2,,,,,,,,,,,,,2,0,0,0,0,0
07/12/2018,23,23:00:00,2,4,4,2,8,6.59,1,8.19,4,,,,,,,,,,,,,0,4,0,0,0,0
08/12/2018,0,00:00:00,2,4,4,2,8,6.66,1,8.11,1,,,,,,,,,,,,,0,1,0,0,0,0
08/12/2018,1,01:00:00,2,4,4,2,8,6.73,1,8.01,3,,,,,,,,,,,,,0,3,0,0,0,0
08/12/2018,2,02:00:00,2,4,4,2,8,6.79,1,7.93,4,,,,,,,,,,,,,0,4,0,0,0,0
08/12/2018,3,03:00:00,2,4,4,2,8,6.84,1,7.85,5,,,,,,,,,,,,,0,4,0,1,0,0
08/12/2018,4,04:00:00,2,4,4,2,8,6.88,1,7.74,3,,,,,,,,,,,,,0,3,0,0,0,0
08/12/2018,5,05:00:00,2,4,4,2,8,6.89,1,7.66,4,,,,,,,,,,,,,0,4,0,0,0,0
08/12/2018,6,06:00:00,2,4,1,2,8,6.9,1,7.57,4,,,,,,,,,,,,,0,3,0,0,1,0
08/12/2018,7,07:00:00,2,4,1,2,8,6.91,1,7.52,7,,,,,,,,,,,,,0,7,0,0,0,0
08/12/2018,8,08:00:00,2,4,1,1,7,6.9,1,7.42,6,,,,,,,,,,,,,0,6,0,0,0,0
08/12/2018,9,09:00:00,2,4,2,1,7,6.89,1,7.37,3,,,,,,,,,,,,,0,3,0,0,0,0
08/12/2018,10,10:00:00,2,4,2,1,7,6.91,1,7.29,2,,,,,,,,,,,,,0,2,0,0,0,0
08/12/2018,11,11:00:00,2,4,2,1,7,6.93,1,7.26,1,,,,,,,,,,,,,0,0,0,0,1,0
08/12/2018,12,12:00:00,2,4,2,1,7,6.94,1,7.23,3,,,,,,,,,,,,,0,3,0,0,0,0
08/12/2018,13,13:00:00,2,4,2,1,7,6.94,1,7.2,3,,,,,,,,,,,,,0,2,0,0,0,1
08/12/2018,14,14:00:00,2,4,3,1,7,6.94,1,7.19,3,,,,,,,,,,,,,0,3,0,0,0,0
08/12/2018,15,15:00:00,2,4,3,1,7,6.94,1,7.18,4,,,,,,,,,,,,,0,1,0,0,0,3
08/12/2018,16,16:00:00,2,4,3,2,8,6.96,1,7.18,5,,,,,,,,,,,,,0,5,0,0,0,0
08/12/2018,17,17:00:00,2,4,4,2,8,7,1,7.18,2,,,,,,,,,,,,,0,2,0,0,0,0
08/12/2018,18,18:00:00,2,4,4,2,8,7.03,1,7.18,4,,,,,,,,,,,,,0,4,0,0,0,0
08/12/2018,19,19:00:00,2,4,4,2,8,7.07,1,7.2,3,,,,,,,,,,,,,0,3,0,0,0,0
08/12/2018,20,20:00:00,2,4,4,2,8,7.11,1,7.21,1,,,,,,,,,,,,,0,1,0,0,0,0
08/12/2018,21,21:00:00,2,4,4,2,8,7.16,1,7.23,1,,,,,,,,,,,,,0,0,0,1,0,0
08/12/2018,22,22:00:00,2,4,4,2,8,7.23,1,7.27,1,,,,,,,,,,,,,0,0,1,0,0,0
08/12/2018,23,23:00:00,2,4,4,2,8,7.3,1,7.32,1,,,,,,,,,,,,,0,1,0,0,0,0
09/12/2018,0,00:00:00,2,4,4,2,8,7.34,1,7.39,2,,,,,,,,,,,,,0,0,0,2,0,0
09/12/2018,1,01:00:00,2,4,4,2,8,7.37,1,7.42,1,,,,,,,,,,,,,0,1,0,0,0,0
09/12/2018,2,02:00:00,2,4,4,2,8,7.38,1,7.44,2,,,,,,,,,,,,,0,0,0,2,0,0
09/12/2018,3,03:00:00,2,4,4,2,8,7.38,1,7.46,1,,,,,,,,,,,,,0,1,0,0,0,0
09/12/2018,4,04:00:00,2,4,4,2,8,7.39,1,7.47,1,,,,,,,,,,,,,0,1,0,0,0,0
09/12/2018,5,05:00:00,2,4,4,2,8,7.39,1,7.49,1,,,,,,,,,,,,,0,0,0,1,0,0
09/12/2018,6,06:00:00,2,4,1,2,8,7.37,1,7.51,2,,,,,,,,,,,,,0,2,0,0,0,0
09/12/2018,7,07:00:00,2,4,1,2,8,7.35,1,7.51,3,,,,,,,,,,,,,0,0,0,2,0,1
09/12/2018,8,08:00:00,2,4,1,1,7,7.33,1,7.5,2,,,,,,,,,,,,,0,0,0,0,2,0
09/12/2018,9,09:00:00,2,4,2,1,7,7.32,1,7.48,4,,,,,,,,,,,,,0,4,0,0,0,0
09/12/2018,10,10:00:00,2,4,2,1,7,7.33,1,7.47,6,,,,,,,,,,,,,0,5,1,0,0,0
09/12/2018,11,11:00:00,2,4,2,1,7,7.36,1,7.47,9,,,,,,,,,,,,,0,7,2,0,0,0
09/12/2018,12,12:00:00,2,4,2,1,7,7.39,1,7.46,5,,,,,,,,,,,,,0,5,0,0,0,0
09/12/2018,13,13:00:00,2,4,2,1,7,7.41,1,7.44,1,,,,,,,,,,,,,0,1,0,0,0,0
09/12/2018,14,14:00:00,2,4,3,1,7,7.41,1,7.43,4,,,,,,,,,,,,,0,3,1,0,0,0
09/12/2018,15,15:00:00,2,4,3,1,7,7.42,1,7.4,3,,,,,,,,,,,,,0,0,0,3,0,0
09/12/2018,16,16:00:00,2,4,3,2,8,7.42,1,7.35,2,,,,,,,,,,,,,0,1,1,0,0,0
09/12/2018,17,17:00:00,2,4,4,2,8,7.42,1,7.32,4,,,,,,,,,,,,,0,4,0,0,0,0
09/12/2018,18,18:00:00,2,4,4,2,8,7.42,1,7.29,4,,,,,,,,,,,,,0,0,0,0,4,0
09/12/2018,19,19:00:00,2,4,4,2,8,7.42,1,7.23,4,,,,,,,,,,,,,3,0,1,0,0,0
09/12/2018,20,20:00:00,2,4,4,2,8,7.42,1,7.17,2,,,,,,,,,,,,,0,1,0,0,1,0
09/12/2018,21,21:00:00,2,4,4,2,8,7.42,1,7.13,3,,,,,,,,,,,,,0,0,0,0,3,0
09/12/2018,22,22:00:00,2,4,4,2,8,7.43,1,7.06,2,,,,,,,,,,,,,0,1,1,0,0,0
09/12/2018,23,23:00:00,2,4,4,2,8,7.45,1,7,0,,,,,,,,,,,,,0,0,0,0,0,0
10/12/2018,0,00:00:00,2,4,4,2,8,7.45,1,6.94,2,,,,,,,,,,,,,0,0,2,0,0,0
10/12/2018,1,01:00:00,2,4,4,2,8,7.45,1,6.89,1,,,,,,,,,,,,,0,0,0,0,0,1
10/12/2018,2,02:00:00,2,4,4,2,8,7.44,2,6.82,1,,,,,,,,,,,,,0,0,1,0,0,0
10/12/2018,3,03:00:00,2,4,4,2,8,7.41,2,6.78,1,,,,,,,,,,,,,0,0,1,0,0,0
10/12/2018,4,04:00:00,2,4,4,2,8,7.37,2,6.7,1,,,,,,,,,,,,,0,1,0,0,0,0
10/12/2018,5,05:00:00,2,4,4,2,8,7.33,2,6.68,1,,,,,,,,,,,,,0,0,0,0,0,1
10/12/2018,6,06:00:00,2,4,1,2,8,7.29,2,6.62,1,,,,,,,,,,,,,0,0,1,0,0,0
10/12/2018,7,07:00:00,2,4,1,2,8,7.24,2,6.57,1,,,,,,,,,,,,,0,0,1,0,0,0
10/12/2018,8,08:00:00,2,4,1,1,7,7.19,2,6.49,1,,,,,,,,,,,,,0,0,0,1,0,0
10/12/2018,9,09:00:00,2,4,2,1,7,7.14,2,6.42,8,,,,,,,,,,,,,0,8,0,0,0,0
10/12/2018,10,10:00:00,2,4,2,1,7,7.09,2,6.37,6,,,,,,,,,,,,,0,6,0,0,0,0
10/12/2018,11,11:00:00,2,4,2,1,7,7.05,2,6.31,9,,,,,,,,,,,,,0,9,0,0,0,0
10/12/2018,12,12:00:00,2,4,2,1,7,7.03,2,6.25,8,,,,,,,,,,,,,0,8,0,0,0,0
10/12/2018,13,13:00:00,2,4,2,1,7,7,2,6.21,2,,,,,,,,,,,,,0,0,2,0,0,0
10/12/2018,14,14:00:00,2,4,3,1,7,6.95,2,6.17,3,,,,,,,,,,,,,0,0,0,0,3,0
10/12/2018,15,15:00:00,2,4,3,1,7,6.9,2,6.11,3,,,,,,,,,,,,,0,3,0,0,0,0
10/12/2018,16,16:00:00,2,4,3,2,8,6.85,2,6.06,4,,,,,,,,,,,,,0,3,1,0,0,0
10/12/2018,17,17:00:00,2,4,4,2,8,6.79,2,6.02,1,,,,,,,,,,,,,0,0,1,0,0,0
10/12/2018,18,18:00:00,2,4,4,2,8,6.74,2,5.97,3,,,,,,,,,,,,,0,3,0,0,0,0
10/12/2018,19,19:00:00,2,4,4,2,8,6.68,2,5.92,1,,,,,,,,,,,,,0,0,1,0,0,0
10/12/2018,20,20:00:00,2,4,4,2,8,6.62,2,5.88,2,,,,,,,,,,,,,0,2,0,0,0,0
10/12/2018,21,21:00:00,2,4,4,2,8,6.57,2,5.83,1,,,,,,,,,,,,,0,1,0,0,0,0
10/12/2018,22,22:00:00,2,4,4,2,8,6.51,2,5.78,0,,,,,,,,,,,,,0,0,0,0,0,0
10/12/2018,23,23:00:00,2,4,4,2,8,6.48,2,5.74,1,,,,,,,,,,,,,0,0,0,1,0,0
11/12/2018,0,00:00:00,2,4,4,2,8,6.45,2,5.72,0,,,,,,,,,,,,,0,0,0,0,0,0
11/12/2018,1,01:00:00,2,4,4,2,8,6.41,2,5.69,0,,,,,,,,,,,,,0,0,0,0,0,0
11/12/2018,2,02:00:00,2,4,4,2,8,6.37,2,5.62,0,,,,,,,,,,,,,0,0,0,0,0,0
11/12/2018,3,03:00:00,2,4,4,2,8,6.31,2,5.6,1,,,,,,,,,,,,,0,0,0,0,0,1
11/12/2018,4,04:00:00,2,4,4,2,8,6.27,2,5.61,2,,,,,,,,,,,,,0,2,0,0,0,0
11/12/2018,5,05:00:00,2,4,4,2,8,6.24,2,5.57,1,,,,,,,,,,,,,0,1,0,0,0,0
11/12/2018,6,06:00:00,2,4,1,2,8,6.2,2,5.53,1,,,,,,,,,,,,,0,1,0,0,0,0
11/12/2018,7,07:00:00,2,4,1,2,8,6.15,2,5.49,1,,,,,,,,,,,,,0,1,0,0,0,0
11/12/2018,8,08:00:00,2,4,1,1,7,6.14,2,5.46,15,,,,,,,,,,,,,0,13,2,0,0,0
11/12/2018,9,09:00:00,2,4,2,1,7,6.09,2,5.45,11,,,,,,,,,,,,,0,10,1,0,0,0
11/12/2018,10,10:00:00,2,4,2,1,7,6.09,2,5.45,4,,,,,,,,,,,,,0,3,1,0,0,0
11/12/2018,11,11:00:00,2,4,2,1,7,6.03,2,5.45,4,,,,,,,,,,,,,0,4,0,0,0,0
11/12/2018,12,12:00:00,2,4,2,1,7,5.99,2,5.46,7,,,,,,,,,,,,,0,5,2,0,0,0
11/12/2018,13,13:00:00,2,4,2,1,7,5.96,2,5.45,7,,,,,,,,,,,,,0,6,1,0,0,0
11/12/2018,14,14:00:00,2,4,3,1,7,5.93,2,5.45,3,,,,,,,,,,,,,0,2,1,0,0,0
11/12/2018,15,15:00:00,2,4,3,1,7,5.91,2,5.44,7,,,,,,,,,,,,,0,6,0,1,0,0
11/12/2018,16,16:00:00,2,4,3,2,8,5.89,2,5.43,8,,,,,,,,,,,,,0,7,0,1,0,0
11/12/2018,17,17:00:00,2,4,4,2,8,5.88,2,5.43,2,,,,,,,,,,,,,0,2,0,0,0,0
11/12/2018,18,18:00:00,2,4,4,2,8,5.89,2,5.4,3,,,,,,,,,,,,,0,2,0,0,0,1
11/12/2018,19,19:00:00,2,4,4,2,8,5.89,2,5.37,2,,,,,,,,,,,,,0,2,0,0,0,0
11/12/2018,20,20:00:00,2,4,4,2,8,5.89,2,5.38,3,,,,,,,,,,,,,0,3,0,0,0,0
11/12/2018,21,21:00:00,2,4,4,2,8,5.88,2,5.36,2,,,,,,,,,,,,,0,1,0,0,1,0
11/12/2018,22,22:00:00,2,4,4,2,8,5.87,2,5.37,2,,,,,,,,,,,,,0,1,0,0,1,0
11/12/2018,23,23:00:00,2,4,4,2,8,5.86,2,5.37,1,,,,,,,,,,,,,0,0,0,0,1,0
12/12/2018,0,00:00:00,2,4,4,2,8,5.84,2,5.39,1,,,,,,,,,,,,,0,0,0,0,1,0
12/12/2018,1,01:00:00,2,4,4,2,8,5.83,2,5.23,3,,,,,,,,,,,,,0,3,0,0,0,0
12/12/2018,2,02:00:00,2,4,4,2,8,5.82,2,5.23,2,,,,,,,,,,,,,0,2,0,0,0,0
12/12/2018,3,03:00:00,2,4,4,2,8,5.81,2,5.18,3,,,,,,,,,,,,,0,3,0,0,0,0
12/12/2018,4,04:00:00,2,4,4,2,8,5.79,2,5.09,3,,,,,,,,,,,,,0,3,0,0,0,0
12/12/2018,5,05:00:00,2,4,4,2,8,5.78,2,5.01,2,,,,,,,,,,,,,0,2,0,0,0,0
12/12/2018,6,06:00:00,2,4,1,2,8,5.77,2,4.94,3,,,,,,,,,,,,,0,3,0,0,0,0
12/12/2018,7,07:00:00,2,4,1,2,8,5.76,2,4.91,2,,,,,,,,,,,,,0,2,0,0,0,0
12/12/2018,8,08:00:00,2,4,1,1,7,5.75,2,4.96,14,,,,,,,,,,,,,0,8,6,0,0,0
12/12/2018,9,09:00:00,2,4,2,1,7,5.74,2,4.94,12,,,,,,,,,,,,,0,9,3,0,0,0
12/12/2018,10,10:00:00,2,4,2,1,7,5.71,2,4.97,11,,,,,,,,,,,,,0,8,2,0,1,0
12/12/2018,11,11:00:00,2,4,2,1,7,5.68,3,5.01,3,,,,,,,,,,,,,0,0,3,0,0,0
12/12/2018,12,12:00:00,2,4,2,1,7,5.67,3,5.06,4,,,,,,,,,,,,,0,3,1,0,0,0
12/12/2018,13,13:00:00,2,4,2,1,7,5.66,3,5.08,12,,,,,,,,,,,,,0,12,0,0,0,0
12/12/2018,14,14:00:00,2,4,3,1,7,5.65,3,5.09,4,,,,,,,,,,,,,0,3,0,0,0,1
12/12/2018,15,15:00:00,2,4,3,1,7,5.65,3,5.12,5,,,,,,,,,,,,,0,2,3,0,0,0
12/12/2018,16,16:00:00,2,4,3,2,8,5.64,3,5.11,14,,,,,,,,,,,,,6,4,4,0,0,0
12/12/2018,17,17:00:00,2,4,4,2,8,5.64,3,5.1,6,,,,,,,,,,,,,4,2,0,0,0,0
12/12/2018,18,18:00:00,2,4,4,2,8,5.64,3,5.09,6,,,,,,,,,,,,,0,6,0,0,0,0
12/12/2018,19,19:00:00,2,4,4,2,8,5.66,3,5.05,3,,,,,,,,,,,,,0,2,0,0,0,1
12/12/2018,20,20:00:00,2,4,4,2,8,5.67,3,5.04,7,,,,,,,,,,,,,0,7,0,0,0,0
12/12/2018,21,21:00:00,2,4,4,2,8,5.67,3,5.01,6,,,,,,,,,,,,,0,4,2,0,0,0
